ID;d_visi;J?su dzimums;Vecums;Vecums;Dzimšanas gads;J?su ?imenes st?voklis;Cik cilv?ku dz?vo J?su m?jsaimniec?b?, ieskaitot J?s;Vai J?su ?imen? ir b?rni vecum? l?dz 18 gadiem (ieskaitot), kuri dz?vo kop? ar Jums?;J?s dz?vojat…;K?da ir J?su izgl?t?ba?;Izgl?t?ba;K?da ir J?su taut?ba?;Taut?ba;K?d? valod? galvenok?rt J?s run?jat ?imen??;Vai Jums ir LR pilson?ba?;K?d? sektor? J?s str?d?jat:;Pamatnodarbošan?s (Zemnieks pie pašnodarbin?t?);Pamatnodarbošan?s;M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kop?jais);M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kvintiles);Re?ions;Re?ions (v?l?š. apg.);Novads;L?dzu, atz?m?jiet, kur? pils?t? vai pagast? J?s dz?vojat. Ja Jums ir vair?kas dz?vesvietas, l?dzu, atz?m?jiet to, kur J?s dz?vojat visbiež?k.;Apdz?vota vieta;K?d? valod? notika intervija?;Intervijas beigu laiks;Intervijas s?kuma laiks;Intervijas datums;Intervijas garums (min);Apdz?vota vieta;Vai ?imen?, kur? J?s uzaug?t, bija k?das ar dzied?šanu saist?tas trad?cijas (š?pu?dziesmas, jubil?ra apsveikšana dziedot, dzied?šana savies?gos m?jas pas?kumos, m?jas ball?t?s, vec?ki dzied?ja kor? u.tml.)?;L?dzu, atz?m?jiet visus apgalvojumus, kuri raksturo J?su dzied?šanas paradumus. - Dziedu kor?;Dungoju ik uz so?a;M?dzu dzied?t l?dzi vai k? dal?bnieks Dziesmu sv?tku koncertos;M?dzu dzied?t l?dzi citos koncertos;M?dzu dzied?t pie J??u ugunskura;Dziedu l?dzi, kad svin?gos br?žos tiek dzied?ta valsts himna;M?dzu dzied?t, apsveicot jubil?ru;Dažk?rt m?dzu dzied?t ball?t?s, savies?gos pas?kumos;M?dzu dzied?t duš?;Dažk?rt dziedu vienatn?, attiec?g? garast?vokl?, kad sp?l? dziesmu, kura man pat?k;M?dzu dzied?t bazn?c?, Dievkalpojumos;M?dzu dzied?t, braucot automaš?n?;M?dzu dzied?t b?rniem/ kop? ar b?rniem;M?dzu dzied?t cit?s situ?cij?s;Nekad nedziedu;Cik labi J?s p?rzin?t latviešu tautasdziesmas?;Kuras tr?s no š?m tautasdziesm?m Jums pat?k vislab?k? - Skaisti dziedi lakst?gala;Tumša nakte, za?a z?le;?vu, ?vu baltas k?jas;R?ga dimd;Kur tu skriesi, vanadzi?(i);Kraukl?t’s s?ž ozol?;P?t, v?ji?i;Neviena;Gr?ti pateikt;Vai J?s piekr?tat apgalvojumam, ka latvieši ir dzied?t?ju tauta?;Vai J?s piekr?tat apgalvojumam, ka m?su dien?s latvieši ir maz?k? m?r? dzied?t?ju tauta, nek? pusi gadsimta atpaka??;Vai, J?supr?t, dzied?tprasme ir apg?stama?;Vai J?s v?l?tos iem?c?ties dzied?t lab?k?;Cik Jums ir svar?gi, lai b?rni Latvij? turpina dzied?šanas trad?cijas?;weight
896;Visi respondenti;V?rietis;61.00;55 - 63;1957;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Str?dnieks, str?d? fizisku darbu;Str?d?jošie;400.00;Eur 351 - Eur 499;Vidzeme;Vidzeme;Stren?u novads;Stren?u pils?ta;Cita pils?ta;LAT;14.03.2018 11:44;14.03.2018 11:34;14-MAR-2018;12:09:41 priekšp.;Cita pils?ta;J?;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;1;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.008365442
897;Visi respondenti;Sieviete;49.00;45 - 54;1969;Neprec?jies (-usies);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 11:39;14.03.2018 11:34;14-MAR-2018;12:04:54 priekšp.;R?ga;J?;0;0;0;1;1;1;1;1;0;1;0;1;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.785672431
898;Visi respondenti;V?rietis;47.00;45 - 54;1971;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;N?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;400.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 11:43;14.03.2018 11:35;14-MAR-2018;12:08:00 priekšp.;R?ga;J?;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;0;1;Dr?z?k nepiekr?tu;Piln?b? piekr?tu;J?;N?;Tas nemaz nav svar?gi;0.960238712
899;Visi respondenti;V?rietis;32.00;25 - 34;1986;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;625.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 11:44;14.03.2018 11:38;14-MAR-2018;12:05:54 priekšp.;R?ga;N?;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;0;0;0;0;0;1;0;0;Dr?z?k nepiekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.063865976
901;Visi respondenti;Sieviete;61.00;55 - 63;1957;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;600.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 11:51;14.03.2018 11:40;14-MAR-2018;12:10:44 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;1;0;0;1;0;0;Piln?b? piekr?tu;Piln?ba nepiekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.909754718
903;Visi respondenti;V?rietis;56.00;55 - 63;1962;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;400.00;Eur 351 - Eur 499;Kurzeme;Kurzeme;Aizputes novads;Aizputes pagasts;Lauki;LAT;14.03.2018 11:52;14.03.2018 11:42;14-MAR-2018;12:09:20 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.762603142
905;Visi respondenti;V?rietis;43.00;35 - 44;1975;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;500.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 11:58;14.03.2018 11:43;14-MAR-2018;12:15:04 priekšp.;R?ga;J?;0;1;0;0;1;1;1;1;0;1;0;1;1;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.845426993
906;Visi respondenti;Sieviete;35.00;35 - 44;1983;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Str?dnieks, str?d? fizisku darbu;Str?d?jošie;200.00;Eur 0 - Eur 250;Zemgale;Zemgale;Salas novads;Salas pagasts Salas novads;Lauki;LAT;14.03.2018 11:54;14.03.2018 11:44;14-MAR-2018;12:10:10 priekšp.;Lauku teritorija;J?;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;1;0;1;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k nepiekr?tu;J?;N?;Gr?ti pateikt;0.935700489
907;Visi respondenti;Sieviete;42.00;35 - 44;1976;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;400.00;Eur 351 - Eur 499;Kurzeme;Kurzeme;Talsu novads;Talsu pils?ta;Cita pils?ta;LAT;14.03.2018 11:53;14.03.2018 11:45;14-MAR-2018;12:08:37 priekšp.;Cita pils?ta;J?;0;1;1;1;1;1;0;0;1;1;0;1;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;1;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.768344964
910;Visi respondenti;Sieviete;59.00;55 - 63;1959;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Polis (-iete);Cits (-ta);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Vidzeme;J?rmala;J?rmala;Cita pils?ta;LAT;14.03.2018 11:58;14.03.2018 11:52;14-MAR-2018;12:06:15 priekšp.;Liel?s pils?tas;J?;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;1;0;0;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir ?oti svar?gi;0.99429293
913;Visi respondenti;V?rietis;44.00;35 - 44;1974;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;400.00;Eur 351 - Eur 499;Pier?ga;Vidzeme;J?rmala;J?rmala;Cita pils?ta;LAT;14.03.2018 12:07;14.03.2018 12:00;14-MAR-2018;12:06:53 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;1;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Gr?ti pateikt;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas nemaz nav svar?gi;0.923987604
914;Visi respondenti;Sieviete;64.00;64 - 75;1954;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;230.00;Eur 0 - Eur 250;Kurzeme;Kurzeme;Ventspils;Ventspils;Cita pils?ta;RUS;14.03.2018 12:08;14.03.2018 12:00;14-MAR-2018;12:08:27 priekšp.;Liel?s pils?tas;N?;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;0;1;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas dr?z?k nav svar?gi;0.893361351
918;Visi respondenti;Sieviete;30.00;25 - 34;1988;Neprec?jies (-usies);3;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;M?jsaimniece (-ks), b?rna kopšanas atva?in?jums;Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Kurzeme;Kurzeme;Talsu novads;Vandzenes pagasts;Lauki;LAT;14.03.2018 12:20;14.03.2018 12:03;14-MAR-2018;12:16:59 priekšp.;Lauku teritorija;N?;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;0;0;0;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.966867716
919;Visi respondenti;V?rietis;69.00;64 - 75;1949;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Ebrejs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;900.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 12:10;14.03.2018 12:03;14-MAR-2018;12:06:08 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;1;0;0;1;0;0;Piln?b? piekr?tu;Gr?ti pateikt;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas nemaz nav svar?gi;0.982985294
925;Visi respondenti;V?rietis;32.00;25 - 34;1986;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;1050.00;Eur 700 un vair?k;Pier?ga;Vidzeme;?ekavas novads;?ekavas pagasts;Lauki;LAT;14.03.2018 13:07;14.03.2018 12:07;14-MAR-2018;12:59:16 priekšp.;Lauku teritorija;J?;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;1;0;1;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;1.162724851
926;Visi respondenti;Sieviete;31.00;25 - 34;1987;Neprec?jies (-usies);3;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;200.00;Eur 0 - Eur 250;Zemgale;Zemgale;J?kabpils novads;Rubenes pagasts;Lauki;LAT;14.03.2018 14:57;14.03.2018 12:07;14-MAR-2018;2:50:00 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;1;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Gr?ti pateikt;1.177464077
927;Visi respondenti;Sieviete;54.00;45 - 54;1964;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;280.00;Eur 251 - Eur 350;Pier?ga;Zemgale;Tukuma novads;Tukuma pils?ta;Cita pils?ta;LAT;14.03.2018 12:21;14.03.2018 12:08;14-MAR-2018;12:12:49 priekšp.;Cita pils?ta;J?;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;1;0;1;0;0;0;0;Piln?b? piekr?tu;Piln?ba nepiekr?tu;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.847083919
929;Visi respondenti;Sieviete;51.00;45 - 54;1967;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;255.00;Eur 251 - Eur 350;Latgale;Latgale;Kr?slavas novads;?dr?šu pagasts;Lauki;LAT;14.03.2018 12:15;14.03.2018 12:09;14-MAR-2018;12:05:59 priekšp.;Lauku teritorija;N?;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;1;0;0;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.903840442
930;Visi respondenti;Sieviete;33.00;25 - 34;1985;Neprec?jies (-usies);1;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Lietuvietis (-te);Cits (-ta);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;900.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 12:25;14.03.2018 12:09;14-MAR-2018;12:16:32 priekšp.;R?ga;J?;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;1;0;0;0;0;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.200429692
931;Visi respondenti;V?rietis;71.00;64 - 75;1947;Prec?jies (-usies) vai dz?vo ar partneri;4;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;400.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 12:15;14.03.2018 12:09;14-MAR-2018;12:05:47 priekšp.;R?ga;J?;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;0;1;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir ?oti svar?gi;0.837053598
932;Visi respondenti;V?rietis;63.00;55 - 63;1955;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;N?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;300.00;Eur 251 - Eur 350;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 12:15;14.03.2018 12:10;14-MAR-2018;12:05:19 priekšp.;R?ga;J?;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;1;0;0;1;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;J?;Gr?ti pateikt;Gr?ti pateikt;0.946821825
933;Visi respondenti;V?rietis;56.00;55 - 63;1962;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;420.00;Eur 351 - Eur 499;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;14.03.2018 12:18;14.03.2018 12:11;14-MAR-2018;12:07:13 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas dr?z?k nav svar?gi;1.089227295
937;Visi respondenti;Sieviete;60.00;55 - 63;1958;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Vidzeme;?ekavas novads;?ekavas pagasts;Lauki;LAT;14.03.2018 12:22;14.03.2018 12:16;14-MAR-2018;12:06:09 priekšp.;Lauku teritorija;J?;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;?oti labi p?rzinu;1;0;1;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.846682529
942;Visi respondenti;Sieviete;61.00;55 - 63;1957;Atraitnis (-e);1;Gr?ti pateikt;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;350.00;Eur 251 - Eur 350;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 12:24;14.03.2018 12:19;14-MAR-2018;12:05:00 priekšp.;R?ga;N?;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;1;0;0;1;0;0;Piln?b? piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.909754718
943;Visi respondenti;V?rietis;46.00;45 - 54;1972;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Cits (-ta);Cits (-ta);Krievu;N?;Nestr?d?;M?jsaimniece (-ks), b?rna kopšanas atva?in?jums;Nestr?d?jošie;555.00;Eur 500 - Eur 699;Zemgale;Zemgale;Jelgava;Jelgava;Cita pils?ta;RUS;14.03.2018 12:23;14.03.2018 12:19;14-MAR-2018;12:03:42 priekšp.;Liel?s pils?tas;Gr?ti pateikt;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;1;0;0;0;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas ir dr?z?k svar?gi;1.10607328
944;Visi respondenti;V?rietis;55.00;55 - 63;1963;Prec?jies (-usies) vai dz?vo ar partneri;4;N?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;475.00;Eur 351 - Eur 499;Latgale;Latgale;Kr?slavas novads;Skaistas pagasts;Lauki;LAT;14.03.2018 12:25;14.03.2018 12:20;14-MAR-2018;12:05:15 priekšp.;Lauku teritorija;N?;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;1;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;0.927523161
945;Visi respondenti;V?rietis;37.00;35 - 44;1981;Prec?jies (-usies) vai dz?vo ar partneri;7;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;357.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 14:08;14.03.2018 12:21;14-MAR-2018;1:47:08 priekšp.;R?ga;J?;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Piln?ba nepiekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas dr?z?k nav svar?gi;0.992818504
